# <1a(0,0.0)^1\Sigma+(0.0,0.0)g|
           0.00    -14.5320617
           0.25    -14.5320617
 
# <1a(0,1.0)^1\Sigma+(0.0,0.0)g|
           1.00    -14.0518439
           1.25    -14.0518439
 
# <1a(0,2.0)^1\Sigma+(0.0,0.0)g|
           2.00    -13.0914083
           2.25    -13.0914083
 
# <1a(0,3.0)^1\Sigma+(0.0,0.0)g|
           3.00    -11.6507549
           3.25    -11.6507549
 
# <1a(0,4.0)^1\Sigma+(0.0,0.0)g|
           4.00     -9.7298838
           4.25     -9.7298838
 
# <1a(0,5.0)^1\Sigma+(0.0,0.0)g|
           5.00     -7.3287948
           5.25     -7.3287948
 
# <1a(0,6.0)^1\Sigma+(0.0,0.0)g|
           6.00     -4.4474880
           6.25     -4.4474880
 
# <1a(0,7.0)^1\Sigma+(0.0,0.0)g|
           7.00     -1.0859635
           7.25     -1.0859635
 
# <1a(0,8.0)^1\Sigma+(0.0,0.0)g|
           8.00      2.7557789
           8.25      2.7557789
 
# <1a(0,9.0)^1\Sigma+(0.0,0.0)g|
           9.00      7.0777390
           9.25      7.0777390
 
# <1a(0,10.0)^1\Sigma+(0.0,0.0)g|
          10.00     11.8799169
          10.25     11.8799169
 
# <1b(0,0.0)^1\Sigma+(0.0,0.0)g|
           0.00    -12.0710127
           0.25    -12.0710127
 
# <1b(0,1.0)^1\Sigma+(0.0,0.0)g|
           1.00    -11.5907949
           1.25    -11.5907949
 
# <1b(0,2.0)^1\Sigma+(0.0,0.0)g|
           2.00    -10.6303593
           2.25    -10.6303593
 
# <1b(0,3.0)^1\Sigma+(0.0,0.0)g|
           3.00     -9.1897059
           3.25     -9.1897059
 
# <1b(0,4.0)^1\Sigma+(0.0,0.0)g|
           4.00     -7.2688347
           4.25     -7.2688347
 
# <1b(0,5.0)^1\Sigma+(0.0,0.0)g|
           5.00     -4.8677458
           5.25     -4.8677458
 
# <1b(0,6.0)^1\Sigma+(0.0,0.0)g|
           6.00     -1.9864390
           6.25     -1.9864390
 
# <1b(0,7.0)^1\Sigma+(0.0,0.0)g|
           7.00      1.3750855
           7.25      1.3750855
 
# <1b(0,8.0)^1\Sigma+(0.0,0.0)g|
           8.00      5.2168279
           8.25      5.2168279
 
# <1b(0,9.0)^1\Sigma+(0.0,0.0)g|
           9.00      9.5387880
           9.25      9.5387880
 
# <1b(0,10.0)^1\Sigma+(0.0,0.0)g|
          10.00     14.3409660
          10.25     14.3409660
 
# <2a(0,1.0)^1\Pi-(-1.0,0.0)u|
           1.00    -14.3031942
           1.25    -14.3031942
 
# <2a(0,2.0)^1\Pi-(-1.0,0.0)u|
           2.00    -13.3427586
           2.25    -13.3427586
 
# <2a(0,3.0)^1\Pi-(-1.0,0.0)u|
           3.00    -11.9021052
           3.25    -11.9021052
 
# <2a(0,4.0)^1\Pi-(-1.0,0.0)u|
           4.00     -9.9812340
           4.25     -9.9812340
 
# <2a(0,5.0)^1\Pi-(-1.0,0.0)u|
           5.00     -7.5801451
           5.25     -7.5801451
 
# <2a(0,6.0)^1\Pi-(-1.0,0.0)u|
           6.00     -4.6988383
           6.25     -4.6988383
 
# <2a(0,7.0)^1\Pi-(-1.0,0.0)u|
           7.00     -1.3373138
           7.25     -1.3373138
 
# <2a(0,8.0)^1\Pi-(-1.0,0.0)u|
           8.00      2.5044286
           8.25      2.5044286
 
# <2a(0,9.0)^1\Pi-(-1.0,0.0)u|
           9.00      6.8263887
           9.25      6.8263887
 
# <2a(0,10.0)^1\Pi-(-1.0,0.0)u|
          10.00     11.6285667
          10.25     11.6285667
 
# <2a(0,1.0)^1\Pi+(1.0,0.0)u|
           1.00    -14.3031942
           1.25    -14.3031942
 
